"",order,costum,collect,prod,barcode,weight,pacs
3585,25529,157930.0,2018-10-01,12451C,8469449,22.91,1
3586,25529,157930.0,2018-10-01,13451C,8469456,22.09,1
3587,25529,157930.0,2018-10-01,13451C,8469456,22.48,1
3588,25529,157930.0,2018-10-01,13451C,8469456,22.39,1
3589,25529,157930.0,2018-10-01,13451C,8469456,22.09,1
3590,25529,157930.0,2018-10-01,13451C,8469456,23.42,1
3591,25529,157930.0,2018-10-01,13451C,8469456,22.55,1
3592,25529,157930.0,2018-10-01,13451C,8469456,24.80,1
3593,25529,157930.0,2018-10-01,13451C,8469456,24.61,1
3594,25529,157930.0,2018-10-01,13451C,8469456,22.28,1
3595,25529,157930.0,2018-10-01,13451C,8469456,23.15,1
3596,25529,157930.0,2018-10-01,10451C,8469517,25.82,1
3597,25531,152721.0,2018-10-01,11162GVPCA3,1369609,21.16,1
3617,25531,152721.0,2018-10-01,11162GVPCA3,1369609,25.42,1
3618,25536,153013.0,2018-10-01,112082CGVPS3,8614993,25.34,1
3636,25529,157930.0,2018-10-01,10451C,8469517,25.57,1
3678,25529,157930.0,2018-10-01,10451C,8469517,26.14,1
3679,25529,157930.0,2018-10-01,10451C,8469517,25.36,1
3680,25529,157930.0,2018-10-01,10451C,8469517,27.25,1
3681,25530,152243.0,2018-10-01,5005-7,3632442,80.00,8
3682,25531,152721.0,2018-10-01,37120,1369579,21.00,1
3683,25531,152721.0,2018-10-01,65451,3796779,11.25,1
3684,25531,152721.0,2018-10-01,15162C,8614252,24.62,1
3685,25531,152721.0,2018-10-01,15162C,8614252,27.54,1
3686,25532,157137.0,2018-10-01,3005-7,8469890,200.00,20
3687,25533,152197.0,2018-10-01,19162CAP,8469401,14.18,1
3688,25533,152197.0,2018-10-01,19162CAP,8469401,16.32,1
3689,25533,152197.0,2018-10-01,19162CAP,8469401,22.24,1
3690,25533,152197.0,2018-10-01,19162CAP,8469401,16.34,1
3691,25533,152197.0,2018-10-01,19162CAP,8469401,14.74,1
3692,25534,1570931.0,2018-10-01,13162CA,1369623,19.76,1
3693,25534,1570931.0,2018-10-01,13162CA,1369623,22.24,1
3694,25534,1570931.0,2018-10-01,13162CA,1369623,23.94,1
3695,25534,1570931.0,2018-10-01,13162CA,1369623,19.40,1
3696,25534,1570931.0,2018-10-01,13162CAF,1369623,22.68,1
3697,25534,1570931.0,2018-10-01,13162CAF,1369623,23.34,1
3698,25534,1570931.0,2018-10-01,13162CAF,1369623,23.34,1
3720,25534,1570931.0,2018-10-01,13162CAF,1369623,20.12,1
3721,25534,1570931.0,2018-10-01,13162CAF,1369623,21.28,1
3722,25534,1570931.0,2018-10-01,13162CAF,1369623,21.46,1
3723,25535,157103.0,2018-10-01,14162S,3796984,22.24,1
3724,25535,157103.0,2018-10-01,12451S,8469531,28.28,1
3725,25535,157103.0,2018-10-01,12451S,8469531,24.32,1
3726,25535,157103.0,2018-10-01,12451S,8469531,23.07,1
3727,25535,157103.0,2018-10-01,12451S,8469531,25.22,1
3728,25535,157103.0,2018-10-01,12451S,8469531,26.44,1
3729,25535,157103.0,2018-10-01,12451S,8469531,27.53,1
3730,25535,157103.0,2018-10-01,12451S,8469531,25.01,1
3731,25535,157103.0,2018-10-01,12451S,8469531,26.90,1
3732,25535,157103.0,2018-10-01,12451S,8469531,27.94,1
3733,25535,157103.0,2018-10-01,12451S,8469531,26.58,1
3734,25535,157103.0,2018-10-01,12451S,8469531,25.24,1
3735,25535,157103.0,2018-10-01,12451S,8469531,23.90,1
3736,25535,157103.0,2018-10-01,12451S,8469531,25.49,1
3737,25536,153013.0,2018-10-01,132082C,8614238,22.46,1
3738,25536,153013.0,2018-10-01,132082C,8614238,24.91,1
3739,25536,153013.0,2018-10-01,132082C,8614238,22.15,1
3762,25536,153013.0,2018-10-01,132082C,8614238,21.21,1
3763,25536,153013.0,2018-10-01,132082C,8614238,26.67,1
3764,25536,153013.0,2018-10-01,132082C,8614238,21.84,1
3765,25537,15713301.0,2018-10-01,13451C,8469456,25.52,1
3766,25537,15713301.0,2018-10-01,13451C,8469456,23.67,1
3767,25537,15713301.0,2018-10-01,13451C,8469456,24.91,1
3768,25537,15713301.0,2018-10-01,13451C,8469456,26.41,1
3769,25537,15713301.0,2018-10-01,13451C,8469456,21.30,1
3770,25537,15713301.0,2018-10-01,6006,2695684,8.05,1
3771,25537,15713301.0,2018-10-01,6006,2695684,8.08,1
3772,25537,15713301.0,2018-10-01,6006,2695684,8.43,1
3773,25537,15713301.0,2018-10-01,6006,2695684,8.71,1
3774,25537,15713301.0,2018-10-01,6006,2695684,8.86,1
3775,25537,15713301.0,2018-10-01,6006,2695684,8.01,1
3776,25537,15713301.0,2018-10-01,6006,2695684,8.74,1
87343,95454,15239063.0,2018-10-01,9014,6220158,14.80,1
87344,95454,15239063.0,2018-10-01,9014,6220158,14.80,1
87345,95454,15239063.0,2018-10-01,9014,6220158,18.10,1
87346,95454,15239063.0,2018-10-01,9014,6220158,14.80,1
87347,95454,15239063.0,2018-10-01,9014,6220158,17.30,1
87348,95454,15239063.0,2018-10-01,9014,6220158,17.90,1
87349,95454,15239063.0,2018-10-01,9014,6220158,15.10,1
87350,95454,15239063.0,2018-10-01,9014,6220158,17.40,1
87351,95454,15239063.0,2018-10-01,9014,6220158,18.20,1
87352,95454,15239063.0,2018-10-01,17162CHL,8614276,27.70,1
87353,95454,15239063.0,2018-10-01,17162CHL,8614276,28.20,1
87354,95454,15239063.0,2018-10-01,17162CHL,8614276,25.82,1
87355,95454,15239063.0,2018-10-01,17162CHL,8614276,25.94,1
87356,95454,15239063.0,2018-10-01,17162CHL,8614276,27.90,1
87357,95454,15239063.0,2018-10-01,17162CHL,8614276,24.42,1
87358,95454,15239063.0,2018-10-01,17162CHL,8614276,24.70,1
87359,95454,15239063.0,2018-10-01,17162CHL,8614276,24.60,1
87360,95455,15239051.0,2018-10-01,9014,6220158,15.30,1
87361,95455,15239051.0,2018-10-01,9014,6220158,15.20,1
87362,95455,15239051.0,2018-10-01,37170,1369494,21.00,1
87363,95455,15239051.0,2018-10-01,331m,3796069,12.00,1
87364,95455,15239051.0,2018-10-01,17162CA,1369661,27.28,1
87365,95455,15239051.0,2018-10-01,132082CP,8614238,23.01,1
87366,95455,15239051.0,2018-10-01,132082CP,8614238,20.19,1
87367,95455,15239051.0,2018-10-01,132082CP,8614238,17.97,1
87368,95455,15239051.0,2018-10-01,132082CP,8614238,20.95,1
87369,95455,15239051.0,2018-10-01,132082CP,8614238,20.75,1
87370,95455,15239051.0,2018-10-01,132082CP,8614238,22.23,1
87371,95455,15239051.0,2018-10-01,9081,8614207,21.70,1
87372,95456,15290005.0,2018-10-01,14162S,3796984,22.04,1
87373,95456,15290005.0,2018-10-01,14162S,3796984,23.00,1
87374,95456,15290005.0,2018-10-01,14162S,3796984,25.40,1
87375,95456,15290005.0,2018-10-01,14162S,3796984,22.02,1
87376,95456,15290005.0,2018-10-01,14162S,3796984,22.42,1
87377,95456,15290005.0,2018-10-01,14162S,3796984,22.82,1
87378,95456,15290005.0,2018-10-01,14162S,3796984,20.54,1
87379,95456,15290005.0,2018-10-01,14162S,3796984,21.70,1
87380,95456,15290005.0,2018-10-01,14162S,3796984,22.72,1
87381,95457,150203.0,2018-10-01,14162S,3796984,908.46,39
87382,95457,150203.0,2018-10-01,14162C,8614245,1004.32,45
87383,95457,150203.0,2018-10-01,14162C,8614245,1016.46,45
87384,95457,150203.0,2018-10-01,11451CG36,8469432,1143.92,45
87385,95457,150203.0,2018-10-01,11451CG36,8469432,930.41,37
87386,95457,150203.0,2018-10-01,11451GVC28,8469432,854.32,34
87387,95457,150203.0,2018-10-01,11451GVC28,8469432,1026.54,41
87388,95457,150203.0,2018-10-01,11451GVC28,8469432,1062.35,43
87389,95457,150203.0,2018-10-01,14162SP,3796984,1071.20,45
87390,95460,150203.0,2018-10-01,11451GS,8469524,204.61,8
87391,95461,1574121.0,2018-10-01,8032,8469661,27.00,3
87392,95462,15247703.0,2018-10-01,12451C,8469449,24.39,1
87393,95462,15247703.0,2018-10-01,12451C,8469449,25.44,1
87416,95462,15247703.0,2018-10-01,12451C,8469449,25.37,1
87417,95462,15247703.0,2018-10-01,14451CV,6220738,23.01,1
87418,95462,15247703.0,2018-10-01,15451CV,6220752,23.15,1
87419,95462,15247703.0,2018-10-01,15451CV,6220752,25.90,1
87420,95462,15247703.0,2018-10-01,15451CV,6220752,24.58,1
87421,95464,152105.0,2018-10-01,8015,3796885,30.00,3
87422,95464,152105.0,2018-10-01,8051,1369913,30.00,3
87423,95464,152105.0,2018-10-01,1162CR3UP,6220592,23.64,1
87424,95464,152105.0,2018-10-01,1162CR3UP,6220592,20.78,1
87425,95464,152105.0,2018-10-01,122082CP,8614221,24.22,1
87426,95465,15290002.0,2018-10-01,5005-7,3632442,150.00,15
87427,95465,15290002.0,2018-10-01,37170,1369494,210.00,10
87428,95466,152390123.0,2018-10-01,331m,3796069,72.00,6
87429,95466,152390123.0,2018-10-01,9028,6220981,68.00,5
87430,95466,152390123.0,2018-10-01,8051,1369913,80.00,8
87431,95466,152390123.0,2018-10-01,11541G26,8469524,25.62,1
87432,95466,152390123.0,2018-10-01,11541G26,8469524,26.46,1
87433,95466,152390123.0,2018-10-01,11541G26,8469524,24.78,1
87434,95466,152390123.0,2018-10-01,132082CP,8614238,23.27,1
87435,95466,152390123.0,2018-10-01,132082CP,8614238,21.29,1
87436,95466,152390123.0,2018-10-01,132082CP,8614238,20.77,1
87437,95466,152390123.0,2018-10-01,132082CP,8614238,19.09,1
87438,95466,152390123.0,2018-10-01,132082CP,8614238,21.13,1
87439,95466,152390123.0,2018-10-01,132082CP,8614238,22.51,1
87440,95466,152390123.0,2018-10-01,132082CP,8614238,22.99,1
87441,95466,152390123.0,2018-10-01,132082CP,8614238,20.29,1
87442,95466,152390123.0,2018-10-01,132082CP,8614238,25.59,1
87443,95466,152390123.0,2018-10-01,17162CHL,8614276,23.96,1
87444,95466,152390123.0,2018-10-01,17162CHL,8614276,24.26,1
87445,95466,152390123.0,2018-10-01,17162CHL,8614276,24.82,1
87446,95466,152390123.0,2018-10-01,17162CHL,8614276,26.48,1
87447,95466,152390123.0,2018-10-01,17162CHL,8614276,24.96,1
87448,95466,152390123.0,2018-10-01,17162CHL,8614276,25.36,1
87449,95466,152390123.0,2018-10-01,17162CHL,8614276,24.36,1
87450,95466,152390123.0,2018-10-01,17162CHL,8614276,24.86,1
87451,95466,152390123.0,2018-10-01,17162CHL,8614276,24.12,1
87452,95466,152390123.0,2018-10-01,17162CHL,8614276,24.22,1
87453,95466,152390123.0,2018-10-01,17162CHL,8614276,24.28,1
87454,95466,152390123.0,2018-10-01,17162CHL,8614276,26.22,1
87455,95466,152390123.0,2018-10-01,17162CHL,8614276,26.62,1
87456,95466,152390123.0,2018-10-01,25162SB,8614603,19.12,1
87457,95467,152305.0,2018-10-01,8051,1369913,250.00,25
87458,95467,152305.0,2018-10-01,8009,3603212,100.00,10
87459,95468,152701.0,2018-10-01,13451C,8469456,24.25,1
87481,95468,152701.0,2018-10-01,13451C,8469456,25.86,1
87482,95468,152701.0,2018-10-01,13451C,8469456,23.52,1
87483,95468,152701.0,2018-10-01,13451C,8469456,24.88,1
87484,95468,152701.0,2018-10-01,13451C,8469456,25.85,1
87485,95468,152701.0,2018-10-01,13451C,8469456,22.20,1
87486,95468,152701.0,2018-10-01,13451C,8469456,22.36,1
87487,95468,152701.0,2018-10-01,13451C,8469456,22.39,1
87488,95468,152701.0,2018-10-01,13451C,8469456,25.15,1
87489,95468,152701.0,2018-10-01,13451C,8469456,23.57,1
87490,95468,152701.0,2018-10-01,13451C,8469456,25.25,1
87491,95468,152701.0,2018-10-01,13451C,8469456,24.21,1
87492,95468,152701.0,2018-10-01,13451C,8469456,22.50,1
87493,95468,152701.0,2018-10-01,13451C,8469456,21.41,1
87494,95468,152701.0,2018-10-01,13451C,8469456,25.42,1
87495,95468,152701.0,2018-10-01,9081,8614207,214.80,10
87496,95469,151573.0,2018-10-01,132082CP,8614238,20.87,1
87497,95470,154179.0,2018-10-01,15162C,8614252,24.06,1
87498,95471,151324.0,2018-10-01,25162CA,1369739,19.12,1
87499,95471,151324.0,2018-10-01,25162CA,1369739,19.48,1
87500,95471,151324.0,2018-10-01,25162CA,1369739,18.56,1
87501,95471,151324.0,2018-10-01,13162CRP,8469715,19.46,1
87502,95471,151324.0,2018-10-01,13162CRP,8469715,20.90,1
87503,95471,151324.0,2018-10-01,13162CRP,8469715,22.84,1
87504,95471,151324.0,2018-10-01,13162CRP,8469715,21.40,1
87505,95471,151324.0,2018-10-01,13162CRP,8469715,21.74,1
87506,95471,151324.0,2018-10-01,13162CRP,8469715,22.28,1
87507,95471,151324.0,2018-10-01,13162CRP,8469715,23.04,1
87508,95471,151324.0,2018-10-01,13162CRP,8469715,23.34,1
87509,95471,151324.0,2018-10-01,13162CRP,8469715,20.74,1
87510,95471,151324.0,2018-10-01,13162CRP,8469715,18.68,1
87511,95471,151324.0,2018-10-01,13162CRP,8469715,22.08,1
87512,95471,151324.0,2018-10-01,13162CRP,8469715,22.94,1
87513,95472,15239079.0,2018-10-01,8044,6220547,20.00,2
87514,95472,15239079.0,2018-10-01,8051,1369913,70.00,7
87515,95472,15239079.0,2018-10-01,331m,3796069,12.00,1
87516,95472,15239079.0,2018-10-01,37170,1369494,21.00,1
87517,95472,15239079.0,2018-10-01,132082C,8614238,21.65,1
87518,95472,15239079.0,2018-10-01,132082C,8614238,23.03,1
87519,95472,15239079.0,2018-10-01,132082C,8614238,22.90,1
87520,95473,15290003.0,2018-10-01,5005-7,3632442,200.00,20
87521,95474,154179.0,2018-10-01,9020,8614702,300.00,30
87522,95475,15247703.0,2018-10-01,10162CHL,8614290,1111.82,45
87523,95476,150175.0,2018-10-01,15162C,8614252,24.08,1
87524,95476,150175.0,2018-10-01,15162C,8614252,24.86,1
87525,95476,150175.0,2018-10-01,15162C,8614252,23.36,1
87526,95476,150175.0,2018-10-01,15162C,8614252,24.20,1
87527,95476,150175.0,2018-10-01,15162C,8614252,25.50,1
87528,95477,15239063.0,2018-10-01,132082C,8614238,23.35,1
87529,95477,15239063.0,2018-10-01,132082C,8614238,24.71,1
87530,95477,15239063.0,2018-10-01,132082C,8614238,24.71,1
87531,95477,15239063.0,2018-10-01,132082C,8614238,27.43,1
87532,95477,15239063.0,2018-10-01,132082C,8614238,27.68,1
87533,95477,15239063.0,2018-10-01,132082C,8614238,23.80,1
87534,95477,15239063.0,2018-10-01,132082C,8614238,23.41,1
87535,95477,15239063.0,2018-10-01,132082C,8614238,24.06,1
87536,95477,15239063.0,2018-10-01,132082C,8614238,23.05,1
87537,95477,15239063.0,2018-10-01,132082C,8614238,24.33,1
87538,95477,15239063.0,2018-10-01,132082C,8614238,21.81,1
87539,95477,15239063.0,2018-10-01,132082C,8614238,24.31,1
87540,95477,15239063.0,2018-10-01,132082C,8614238,25.35,1
87541,95477,15239063.0,2018-10-01,132082C,8614238,24.41,1
87542,95477,15239063.0,2018-10-01,132082C,8614238,25.51,1
87543,95477,15239063.0,2018-10-01,132082C,8614238,22.71,1
87544,95477,15239063.0,2018-10-01,132082C,8614238,23.21,1
87545,95477,15239063.0,2018-10-01,132082C,8614238,23.19,1
87721,95477,15239063.0,2018-10-01,132082C,8614238,23.86,1
87722,95477,15239063.0,2018-10-01,132082C,8614238,24.26,1
87723,95477,15239063.0,2018-10-01,132082C,8614238,21.69,1
87724,95477,15239063.0,2018-10-01,132082C,8614238,23.66,1
87725,95477,15239063.0,2018-10-01,132082CP,8614238,18.77,1
87726,95477,15239063.0,2018-10-01,132082CP,8614238,21.69,1
87727,95477,15239063.0,2018-10-01,132082CP,8614238,18.73,1
87728,95477,15239063.0,2018-10-01,132082CP,8614238,22.10,1
87729,95477,15239063.0,2018-10-01,132082CP,8614238,22.09,1
87730,95477,15239063.0,2018-10-01,132082CP,8614238,19.44,1
87731,95477,15239063.0,2018-10-01,132082CP,8614238,17.69,1
87732,95477,15239063.0,2018-10-01,132082CP,8614238,20.21,1
87733,95477,15239063.0,2018-10-01,132082CP,8614238,25.96,1
87734,95477,15239063.0,2018-10-01,132082CP,8614238,19.29,1
87735,95477,15239063.0,2018-10-01,132082CP,8614238,18.19,1
87736,95477,15239063.0,2018-10-01,132082CP,8614238,25.36,1
87737,95477,15239063.0,2018-10-01,132082CP,8614238,17.98,1
87738,95477,15239063.0,2018-10-01,132082CP,8614238,18.79,1
87739,95477,15239063.0,2018-10-01,132082CP,8614238,18.05,1
87740,95477,15239063.0,2018-10-01,17162CHL,8614276,22.22,1
87741,95478,153024.0,2018-10-01,9048,1369234,704.00,22
87742,95478,153024.0,2018-10-01,9048,1369234,704.00,22
87764,95479,150203.0,2018-10-01,11541G26,8469524,181.15,7
87765,95480,15290011.0,2018-10-01,14162S,3796984,24.60,1
87766,95480,15290011.0,2018-10-01,14162S,3796984,24.96,1
87767,95480,15290011.0,2018-10-01,14162S,3796984,26.80,1
87768,95480,15290011.0,2018-10-01,14162S,3796984,27.10,1
87769,95480,15290011.0,2018-10-01,14162S,3796984,20.60,1
87770,95480,15290011.0,2018-10-01,14162S,3796984,28.68,1
87771,95480,15290011.0,2018-10-01,331l,3796076,120.00,10
87772,95480,15290011.0,2018-10-01,132082C,8614238,24.66,1
87773,95480,15290011.0,2018-10-01,132082C,8614238,23.31,1
87774,95481,153184.0,2018-10-01,13451C,8469456,1085.74,45
87775,95481,153184.0,2018-10-01,13451C,8469456,1086.26,45
87776,95482,155237.0,2018-10-01,12162CA,1369616,21.24,1
87777,95482,155237.0,2018-10-01,12162CA,1369616,25.80,1
87778,95482,155237.0,2018-10-01,12162CA,1369616,28.96,1
87779,95482,155237.0,2018-10-01,12162CA,1369616,21.96,1
87780,95482,155237.0,2018-10-01,12162CA,1369616,25.06,1
87781,95482,155237.0,2018-10-01,12162CA,1369616,26.52,1
87782,95482,155237.0,2018-10-01,12162CA,1369616,20.30,1
87783,95482,155237.0,2018-10-01,12162CA,1369616,23.08,1
87784,95482,155237.0,2018-10-01,12162CA,1369616,23.42,1
87785,95482,155237.0,2018-10-01,12162CA,1369616,27.22,1
87786,95482,155237.0,2018-10-01,522082,3796809,20.57,1
87787,95482,155237.0,2018-10-01,522082,3796809,23.52,1
87788,95483,15290007.0,2018-10-01,6005,8469906,11.18,1
87789,95483,15290007.0,2018-10-01,6005,8469906,12.20,1
87790,95483,15290007.0,2018-10-01,6005,8469906,12.21,1
87791,95483,15290007.0,2018-10-01,6005,8469906,11.20,1
87792,95483,15290007.0,2018-10-01,6005,8469906,12.22,1
87793,95483,15290007.0,2018-10-01,6005,8469906,12.18,1
87794,95483,15290007.0,2018-10-01,6005,8469906,12.19,1
87795,95483,15290007.0,2018-10-01,6005,8469906,12.21,1
87796,95483,15290007.0,2018-10-01,6005,8469906,12.47,1
87797,95483,15290007.0,2018-10-01,6005,8469906,11.18,1
87798,95483,15290007.0,2018-10-01,5005-7,3632442,180.00,18
87799,95483,15290007.0,2018-10-01,6001,3020541/2695387,10.52,1
87800,95483,15290007.0,2018-10-01,6001,3020541/2695387,11.25,1
87801,95483,15290007.0,2018-10-01,6001,3020541/2695387,11.42,1
87802,95483,15290007.0,2018-10-01,6001,3020541/2695387,11.49,1
87803,95483,15290007.0,2018-10-01,6001,3020541/2695387,9.90,1
87804,95483,15290007.0,2018-10-01,6001,3020541/2695387,11.39,1
87805,95483,15290007.0,2018-10-01,6001,3020541/2695387,11.50,1
87806,95483,15290007.0,2018-10-01,6001,3020541/2695387,14.26,1
87807,95483,15290007.0,2018-10-01,6001,3020541/2695387,14.37,1
87808,95483,15290007.0,2018-10-01,6001,3020541/2695387,10.34,1
87809,95483,15290007.0,2018-10-01,6001,3020541/2695387,11.06,1
87810,95483,15290007.0,2018-10-01,6001,3020541/2695387,11.09,1
87811,95483,15290007.0,2018-10-01,6001,3020541/2695387,11.91,1
87812,95483,15290007.0,2018-10-01,37170,1369494,105.00,5
87813,95484,156798.0,2018-10-01,19451C,8614429,25.30,1
87814,95484,156798.0,2018-10-01,19451C,8614429,23.97,1
87815,95484,156798.0,2018-10-01,19451C,8614429,23.81,1
87816,95484,156798.0,2018-10-01,19451C,8614429,25.32,1
87817,95484,156798.0,2018-10-01,19451C,8614429,26.99,1
87818,95484,156798.0,2018-10-01,19451C,8614429,25.34,1
87819,95484,156798.0,2018-10-01,19451C,8614429,25.90,1
87820,95484,156798.0,2018-10-01,19451C,8614429,24.53,1
87821,95484,156798.0,2018-10-01,19451C,8614429,25.21,1
87822,95484,156798.0,2018-10-01,19451C,8614429,26.97,1
87823,95484,156798.0,2018-10-01,19451C,8614429,26.12,1
87824,95484,156798.0,2018-10-01,19451C,8614429,26.41,1
87825,95484,156798.0,2018-10-01,19451C,8614429,25.48,1
87826,95484,156798.0,2018-10-01,19451C,8614429,25.33,1
87827,95484,156798.0,2018-10-01,19451C,8614429,25.12,1
87851,95484,156798.0,2018-10-01,3711,1369364,20.00,2
87852,95484,156798.0,2018-10-01,8051,1369913,100.00,10
87853,95485,15389401.0,2018-10-01,5005-7,3632442,100.00,10
87854,95485,15389401.0,2018-10-01,15451C,8469470,24.09,1
87855,95485,15389401.0,2018-10-01,15451C,8469470,25.00,1
87856,95485,15389401.0,2018-10-01,15451C,8469470,24.05,1
87857,95485,15389401.0,2018-10-01,15451C,8469470,24.88,1
87858,95485,15389401.0,2018-10-01,15451C,8469470,24.62,1
87859,95485,15389401.0,2018-10-01,37170,1369494,42.00,2
87860,95485,15389401.0,2018-10-01,19451C,8614429,25.26,1
87861,95485,15389401.0,2018-10-01,19451C,8614429,26.17,1
87862,95485,15389401.0,2018-10-01,19451C,8614429,24.23,1
87863,95485,15389401.0,2018-10-01,1162CGVPS4UP,8614214,23.56,1
87864,95485,15389401.0,2018-10-01,1162CGVPS4UP,8614214,22.56,1
87865,95485,15389401.0,2018-10-01,67451,3796793,12.33,1
87866,95485,15389401.0,2018-10-01,67451,3796793,8.86,1
87867,95486,150693.0,2018-10-01,9048,1369234,96.00,3
87868,95486,150693.0,2018-10-01,9081,8614207,102.90,5
87869,95486,150693.0,2018-10-01,64162C,NaN,15.90,1
87870,95486,150693.0,2018-10-01,64162C,NaN,16.40,1
87871,95486,150693.0,2018-10-01,64162C,NaN,15.10,1
87917,95486,150693.0,2018-10-01,64162C,NaN,15.30,1
87918,95486,150693.0,2018-10-01,64162C,NaN,16.15,1
87919,95486,150693.0,2018-10-01,18451C,8469500,25.90,1
87920,95486,150693.0,2018-10-01,18451C,8469500,25.83,1
87921,95486,150693.0,2018-10-01,18451C,8469500,26.04,1
87922,95486,150693.0,2018-10-01,15162C,8614252,24.70,1
87923,95486,150693.0,2018-10-01,15162C,8614252,24.80,1
87924,95486,150693.0,2018-10-01,15162C,8614252,25.32,1
87925,95486,150693.0,2018-10-01,15162C,8614252,23.96,1
87926,95486,150693.0,2018-10-01,15162CRP,8469739,23.56,1
87927,95486,150693.0,2018-10-01,15162CRP,8469739,23.32,1
87928,95486,150693.0,2018-10-01,97162CRP,8469807,20.96,1
87929,95486,150693.0,2018-10-01,97162CRP,8469807,23.78,1
87930,95486,150693.0,2018-10-01,97162CRP,8469807,15.44,1
87931,95486,150693.0,2018-10-01,97162CRP,8469807,19.68,1
87932,95486,150693.0,2018-10-01,97162CRP,8469807,25.84,1
87933,95486,150693.0,2018-10-01,97162CRP,8469807,22.14,1
87934,95486,150693.0,2018-10-01,97162CRP,8469807,23.72,1
87935,95486,150693.0,2018-10-01,97162CRP,8469807,23.80,1
87936,95486,150693.0,2018-10-01,97162CRP,8469807,26.02,1
87937,95486,150693.0,2018-10-01,97162CRP,8469807,27.14,1
87938,95487,152490.0,2018-10-01,3007-9,8469876,100.00,10
87939,95487,152490.0,2018-10-01,8035,NaN,20.00,2
87940,95487,152490.0,2018-10-01,10451C,8469517,24.84,1
87941,95487,152490.0,2018-10-01,10451C,8469517,27.35,1
