"",order,costum,collect,prod,barcode,weight,pacs
70952,36186,157219.0,2018-10-12,12451CR,8614498,22.37,1
70953,36186,157219.0,2018-10-12,12451CR,8614498,25.98,1
70954,36186,157219.0,2018-10-12,12451CR,8614498,26.99,1
70955,36186,157219.0,2018-10-12,12451CR,8614498,24.82,1
70956,36186,157219.0,2018-10-12,12451CR,8614498,26.90,1
70957,36186,157219.0,2018-10-12,3007-9,8469876,10.00,1
70958,36186,157219.0,2018-10-12,3007-9,8469876,10.00,1
70959,36186,157219.0,2018-10-12,3007-9,8469876,10.00,1
70960,36186,157219.0,2018-10-12,8035,NaN,10.00,1
70961,36186,157219.0,2018-10-12,9015,1369425,16.70,1
70962,36186,157219.0,2018-10-12,9026,1369388,10.00,1
70963,36186,157219.0,2018-10-12,18162CRB,8469777,22.32,1
70964,36187,152425.0,2018-10-12,12162CR,6220608,27.94,1
70965,36187,152425.0,2018-10-12,12162CR,6220608,27.26,1
70966,36187,152425.0,2018-10-12,18451CR,8614559,25.28,1
70967,36187,152425.0,2018-10-12,18451CR,8614559,25.11,1
70968,36187,152425.0,2018-10-12,18451CR,8614559,26.91,1
70969,36187,152425.0,2018-10-12,18451CR,8614559,26.35,1
70970,36187,152425.0,2018-10-12,18451CR,8614559,25.60,1
70971,36188,157993.0,2018-10-12,18162CRB,8469777,15.62,1
70972,36189,157877.0,2018-10-12,3007-9,8469876,20.00,2
70973,36189,157877.0,2018-10-12,50133,NaN,8.84,1
70974,36189,157877.0,2018-10-12,50133,NaN,8.77,1
70975,36189,157877.0,2018-10-12,8051,1369913,10.00,1
70976,36189,157877.0,2018-10-12,9017,3796007,9.60,1
71000,36189,157877.0,2018-10-12,9017,3796007,9.60,1
71001,36189,157877.0,2018-10-12,9083,8614849,14.00,1
71002,36189,157877.0,2018-10-12,19162CAP,8469401,14.36,1
71003,36189,157877.0,2018-10-12,9146,3796106,22.20,1
71004,36190,157907.0,2018-10-12,12451CR,8614498,23.28,1
71005,36190,157907.0,2018-10-12,12451CR,8614498,26.09,1
71006,36190,157907.0,2018-10-12,12451CR,8614498,22.54,1
71007,36190,157907.0,2018-10-12,12451CR,8614498,24.09,1
71008,36190,157907.0,2018-10-12,12451CR,8614498,22.62,1
71009,36190,157907.0,2018-10-12,14162C,8614245,21.44,1
71010,36190,157907.0,2018-10-12,14162C,8614245,25.04,1
71011,36190,157907.0,2018-10-12,15451CR,8614528,24.51,1
71012,36190,157907.0,2018-10-12,15451CR,8614528,25.64,1
71013,36190,157907.0,2018-10-12,15451CR,8614528,25.20,1
71014,36190,157907.0,2018-10-12,3007-9,8469876,20.00,2
71015,36190,157907.0,2018-10-12,9017,3796007,19.20,2
71016,36190,157907.0,2018-10-12,18162CRB,8469777,23.98,1
71017,36190,157907.0,2018-10-12,18162CRB,8469777,23.78,1
71018,36190,157907.0,2018-10-12,1603CR,8469746,21.40,1
71019,36190,157907.0,2018-10-12,65451CR,8614733,11.97,1
71020,36191,157187.0,2018-10-12,9011,6220509,11.14,1
71021,36191,157187.0,2018-10-12,9011,6220509,10.71,1
71022,36191,157187.0,2018-10-12,9011,6220509,9.83,1
71023,36191,157187.0,2018-10-12,9011,6220509,10.46,1
71024,36191,157187.0,2018-10-12,9011,6220509,9.76,1
71025,36192,156808.0,2018-10-12,331l,3796076,72.00,6
71026,36192,156808.0,2018-10-12,331l,3796076,168.00,14
71027,36193,152894.0,2018-10-12,64162CR,8469821,16.62,1
71028,36193,152894.0,2018-10-12,64162CR,8469821,15.88,1
71029,36193,152894.0,2018-10-12,64162CR,8469821,16.08,1
71030,36193,152894.0,2018-10-12,64162CR,8469821,16.48,1
71031,36193,152894.0,2018-10-12,64162CR,8469821,16.90,1
71032,36194,157935.0,2018-10-12,64162CR,8469821,17.18,1
71033,36195,157219.0,2018-10-12,1162FGCR4UP,6220592,22.60,1
71034,36195,157219.0,2018-10-12,1162FGCR4UP,6220592,21.92,1
71035,36196,152126.0,2018-10-12,17162CRP,8469753,22.06,1
71036,36196,152126.0,2018-10-12,17162CRP,8469753,23.34,1
71037,36196,152126.0,2018-10-12,17162CRP,8469753,20.32,1
71038,36196,152126.0,2018-10-12,17162CRP,8469753,23.68,1
71039,36196,152126.0,2018-10-12,64162CR,8469821,16.00,1
71040,36196,152126.0,2018-10-12,64162CR,8469821,17.54,1
71041,36196,152126.0,2018-10-12,8042,6220387,10.00,1
71042,36196,152126.0,2018-10-12,8044,6220547,10.00,1
71065,36196,152126.0,2018-10-12,8053,1369968,40.00,4
71066,36196,152126.0,2018-10-12,9028,6220981,13.60,1
71067,36196,152126.0,2018-10-12,9029,6220998,13.60,1
71068,36196,152126.0,2018-10-12,67451CR,8614597,10.01,1
71069,36196,152126.0,2018-10-12,67451CR,8614597,9.68,1
71071,36198,157429.0,2018-10-12,336xl,3796083,48.00,4
71072,36198,157429.0,2018-10-12,336xxl,3796090,80.00,4
71073,36198,157429.0,2018-10-12,4007-9,8469968,20.00,2
71148,36203,156030.0,2018-10-12,9022,1369418,128.00,4
76368,36076,157690.0,2018-10-12,50102,NaN,11.79,1
76369,36076,157690.0,2018-10-12,50102,NaN,12.72,1
76370,36076,157690.0,2018-10-12,50102,NaN,12.42,1
76371,36076,157690.0,2018-10-12,50102,NaN,12.44,1
76372,36076,157690.0,2018-10-12,50102,NaN,12.16,1
76373,36076,157690.0,2018-10-12,50102,NaN,12.76,1
76374,36076,157690.0,2018-10-12,50102,NaN,12.07,1
76375,36076,157690.0,2018-10-12,50102,NaN,12.52,1
76376,36076,157690.0,2018-10-12,50102,NaN,12.19,1
76377,36076,157690.0,2018-10-12,50102,NaN,13.28,1
76378,36076,157690.0,2018-10-12,50102,NaN,12.07,1
76379,36076,157690.0,2018-10-12,50102,NaN,12.54,1
76380,36076,157690.0,2018-10-12,50102,NaN,12.96,1
76381,36076,157690.0,2018-10-12,50102,NaN,11.83,1
76382,36076,157690.0,2018-10-12,50102,NaN,13.05,1
76383,36076,157690.0,2018-10-12,50102,NaN,12.87,1
76472,36076,157690.0,2018-10-12,50102,NaN,12.75,1
76473,36076,157690.0,2018-10-12,50102,NaN,12.50,1
76474,36076,157690.0,2018-10-12,50102,NaN,12.64,1
76475,36076,157690.0,2018-10-12,50102,NaN,12.89,1
76476,36076,157690.0,2018-10-12,50102,NaN,13.22,1
76477,36076,157690.0,2018-10-12,50102,NaN,12.49,1
76478,36076,157690.0,2018-10-12,50102,NaN,13.53,1
76479,36076,157690.0,2018-10-12,50102,NaN,13.14,1
76480,36076,157690.0,2018-10-12,50102,NaN,13.01,1
76481,36076,157690.0,2018-10-12,50102,NaN,13.55,1
76482,36076,157690.0,2018-10-12,50102,NaN,13.76,1
76777,36094,1529838.0,2018-10-12,50100,611549,14.31,1
76778,36094,1529838.0,2018-10-12,50100,611549,11.51,1
76779,36094,1529838.0,2018-10-12,50100,611549,9.09,1
76780,36094,1529838.0,2018-10-12,50100,611549,16.58,1
76781,36094,1529838.0,2018-10-12,50100,611549,11.84,1
76782,36094,1529838.0,2018-10-12,50127,NaN,11.79,1
76783,36094,1529838.0,2018-10-12,50127,NaN,11.11,1
76784,36094,1529838.0,2018-10-12,14451SZ,8469555,24.85,1
76785,36094,1529838.0,2018-10-12,14451SZ,8469555,24.41,1
76786,36094,1529838.0,2018-10-12,50106,NaN,8.30,1
175149,104198,15290002.0,2018-10-12,13162S,3796953,23.36,1
175150,104198,15290002.0,2018-10-12,13162S,3796953,21.54,1
175151,104198,15290002.0,2018-10-12,13162S,3796953,23.20,1
175152,104198,15290002.0,2018-10-12,13162S,3796953,24.36,1
175153,104198,15290002.0,2018-10-12,13162S,3796953,24.60,1
175154,104198,15290002.0,2018-10-12,13162S,3796953,21.58,1
175155,104198,15290002.0,2018-10-12,13162S,3796953,23.02,1
175156,104198,15290002.0,2018-10-12,13162S,3796953,23.14,1
175157,104198,15290002.0,2018-10-12,13162S,3796953,23.22,1
175158,104198,15290002.0,2018-10-12,13162S,3796953,22.18,1
175159,104198,15290002.0,2018-10-12,13162S,3796953,23.26,1
175160,104198,15290002.0,2018-10-12,13162S,3796953,23.72,1
175161,104198,15290002.0,2018-10-12,13162S,3796953,26.94,1
175162,104198,15290002.0,2018-10-12,37120,1369579,105.00,5
175163,104198,15290002.0,2018-10-12,4005-7,8469975,50.00,5
175164,104198,15290002.0,2018-10-12,9088,6220042,103.90,5
175165,104198,15290002.0,2018-10-12,14162C,8614245,19.30,1
175166,104198,15290002.0,2018-10-12,14162C,8614245,20.00,1
175167,104198,15290002.0,2018-10-12,14162C,8614245,20.58,1
175168,104198,15290002.0,2018-10-12,14162C,8614245,21.48,1
175169,104198,15290002.0,2018-10-12,14162C,8614245,22.56,1
175170,104198,15290002.0,2018-10-12,14162C,8614245,22.76,1
175171,104198,15290002.0,2018-10-12,14162C,8614245,19.08,1
175172,104198,15290002.0,2018-10-12,14162C,8614245,21.16,1
175173,104198,15290002.0,2018-10-12,14162C,8614245,24.20,1
175174,104198,15290002.0,2018-10-12,14162C,8614245,20.26,1
175175,104198,15290002.0,2018-10-12,14162C,8614245,20.76,1
175176,104198,15290002.0,2018-10-12,14162C,8614245,22.06,1
175177,104198,15290002.0,2018-10-12,14162C,8614245,24.38,1
175178,104198,15290002.0,2018-10-12,14162CP,8614245,21.32,1
175179,104199,15290001.0,2018-10-12,9049,2695417,13.68,1
175180,104199,15290001.0,2018-10-12,9049,2695417,13.71,1
175181,104199,15290001.0,2018-10-12,9049,2695417,14.06,1
175182,104199,15290001.0,2018-10-12,9049,2695417,14.31,1
175183,104199,15290001.0,2018-10-12,9049,2695417,14.41,1
175184,104199,15290001.0,2018-10-12,9049,2695417,14.49,1
175185,104199,15290001.0,2018-10-12,9049,2695417,15.00,1
175186,104199,15290001.0,2018-10-12,9049,2695417,15.07,1
175187,104199,15290001.0,2018-10-12,9049,2695417,16.38,1
175188,104199,15290001.0,2018-10-12,9049,2695417,17.09,1
175189,104199,15290001.0,2018-10-12,9049,2695417,15.87,1
175190,104199,15290001.0,2018-10-12,9049,2695417,11.92,1
175191,104199,15290001.0,2018-10-12,9049,2695417,13.80,1
175192,104199,15290001.0,2018-10-12,9049,2695417,15.04,1
175193,104199,15290001.0,2018-10-12,9049,2695417,15.34,1
175194,104199,15290001.0,2018-10-12,9049,2695417,15.39,1
175195,104199,15290001.0,2018-10-12,9049,2695417,15.43,1
175196,104199,15290001.0,2018-10-12,9049,2695417,15.87,1
175197,104199,15290001.0,2018-10-12,9049,2695417,16.37,1
175198,104199,15290001.0,2018-10-12,9049,2695417,18.16,1
175199,104199,15290001.0,2018-10-12,9049,2695417,15.64,1
175200,104199,15290001.0,2018-10-12,9049,2695417,15.83,1
175201,104199,15290001.0,2018-10-12,9049,2695417,16.33,1
175202,104199,15290001.0,2018-10-12,9049,2695417,14.79,1
175203,104199,15290001.0,2018-10-12,9049,2695417,15.33,1
175204,104199,15290001.0,2018-10-12,4005-7,8469975,500.00,50
175205,104200,410598.0,2018-10-12,9146,3796106,458.60,21
175206,104201,152105.0,2018-10-12,9083,8614849,14.00,1
175207,104201,152105.0,2018-10-12,12162CR,6220608,26.72,1
175208,104201,152105.0,2018-10-12,3007-9,8469876,10.00,1
175209,104201,152105.0,2018-10-12,18162CRB,8469777,22.14,1
175210,104202,150404.0,2018-10-12,19162SAP,8614825,125.52,8
175211,104204,15247703.0,2018-10-12,15451S,8469562,24.93,1
175212,104204,15247703.0,2018-10-12,15451S,8469562,26.69,1
175213,104204,15247703.0,2018-10-12,15451S,8469562,23.53,1
175214,104204,15247703.0,2018-10-12,15451S,8469562,23.76,1
175215,104204,15247703.0,2018-10-12,15451S,8469562,24.08,1
175216,104204,15247703.0,2018-10-12,12451CRZ,8614498,24.63,1
175217,104204,15247703.0,2018-10-12,12451CRZ,8614498,25.97,1
175218,104204,15247703.0,2018-10-12,12451CRZ,8614498,22.62,1
175219,104204,15247703.0,2018-10-12,12451CRZ,8614498,23.36,1
175220,104204,15247703.0,2018-10-12,12451CRZ,8614498,26.09,1
175221,104204,15247703.0,2018-10-12,13451CRZ,8614504,21.01,1
175222,104204,15247703.0,2018-10-12,13451CRZ,8614504,26.06,1
175223,104204,15247703.0,2018-10-12,67162,3796793,18.68,1
175224,104204,15247703.0,2018-10-12,67162,3796793,19.76,1
175225,104204,15247703.0,2018-10-12,67162,3796793,18.16,1
175226,104204,15247703.0,2018-10-12,67162,3796793,19.30,1
175227,104204,15247703.0,2018-10-12,67162,3796793,19.46,1
175228,104204,15247703.0,2018-10-12,15451CR,8614528,23.12,1
175229,104204,15247703.0,2018-10-12,15451CR,8614528,23.32,1
175230,104204,15247703.0,2018-10-12,15451CR,8614528,23.12,1
175231,104204,15247703.0,2018-10-12,15451CR,8614528,25.34,1
175232,104204,15247703.0,2018-10-12,15451CR,8614528,25.04,1
175233,104204,15247703.0,2018-10-12,1603CR,8469746,21.85,1
175234,104204,15247703.0,2018-10-12,1603CR,8469746,22.90,1
175235,104204,15247703.0,2018-10-12,18451CR,8614559,26.47,1
175236,104204,15247703.0,2018-10-12,18451CR,8614559,26.02,1
175237,104204,15247703.0,2018-10-12,18451CR,8614559,26.82,1
175238,104204,15247703.0,2018-10-12,18451CR,8614559,25.72,1
175239,104204,15247703.0,2018-10-12,18451CR,8614559,26.71,1
175240,104204,15247703.0,2018-10-12,65451CR,8614733,11.97,1
175241,104204,15247703.0,2018-10-12,65451CR,8614733,10.41,1
175242,104204,15247703.0,2018-10-12,65451CR,8614733,12.76,1
175243,104204,15247703.0,2018-10-12,65451CR,8614733,13.45,1
175244,104204,15247703.0,2018-10-12,65451CR,8614733,13.38,1
175245,104205,152968.0,2018-10-12,12162S,3796922,25.92,1
175246,104205,152968.0,2018-10-12,4005-7,8469975,10.00,1
175247,104205,152968.0,2018-10-12,8051,1369913,10.00,1
175248,104205,152968.0,2018-10-12,1162CRP3UP,6220592,23.78,1
175249,104205,152968.0,2018-10-12,1162CRP3UP,6220592,22.22,1
175250,104205,152968.0,2018-10-12,18162S,3796908,25.94,1
175273,104208,15290023.0,2018-10-12,336xl,3796083,60.00,5
175274,104208,15290023.0,2018-10-12,37120,1369579,126.00,6
175275,104208,15290023.0,2018-10-12,4005-7,8469975,80.00,8
175276,104209,157993.0,2018-10-12,8054,8469708,20.00,2
175277,104210,152425.0,2018-10-12,12451CR,8614498,1094.63,45
175278,104213,151651.0,2018-10-12,3009-11,8614917,640.00,64
175279,104214,151651.0,2018-10-12,12451CR,8614498,23.56,1
175280,104214,151651.0,2018-10-12,12451CR,8614498,24.17,1
175281,104214,151651.0,2018-10-12,12451CR,8614498,24.43,1
175282,104214,151651.0,2018-10-12,12451CR,8614498,22.47,1
175283,104214,151651.0,2018-10-12,12451CR,8614498,26.99,1
175284,104214,151651.0,2018-10-12,9015,1369425,16.00,1
175285,104214,151651.0,2018-10-12,9015,1369425,16.20,1
175286,104214,151651.0,2018-10-12,19162CAP,8469401,23.12,1
175287,104214,151651.0,2018-10-12,19162CAP,8469401,10.42,1
175288,104215,157877.0,2018-10-12,8052,1369951,20.00,2
52975,34111,152933.0,2018-10-14,1203CR,6220608,20.50,1
52976,34111,152933.0,2018-10-14,1203CR,6220608,22.15,1
52977,34111,152933.0,2018-10-14,1203CR,6220608,20.20,1
52978,34111,152933.0,2018-10-14,1203CR,6220608,20.05,1
52979,34111,152933.0,2018-10-14,1203CR,6220608,22.30,1
52980,34111,152933.0,2018-10-14,8051,1369913,50.00,5
53023,34114,152998.0,2018-10-14,8043,6220370,30.00,3
53024,34114,152998.0,2018-10-14,18162CRP,8469760,20.44,1
53025,34114,152998.0,2018-10-14,18162CRP,8469760,22.72,1
53026,34114,152998.0,2018-10-14,18162CRP,8469760,18.92,1
53027,34114,152998.0,2018-10-14,18162CRP,8469760,21.58,1
53028,34114,152998.0,2018-10-14,18162CRP,8469760,23.82,1
53029,34114,152998.0,2018-10-14,64451,3796748,12.98,1
53030,34114,152998.0,2018-10-14,64451,3796748,10.94,1
53031,34115,15223213.0,2018-10-14,13451CRZ,8614504,25.00,1
53032,34115,15223213.0,2018-10-14,13451CRZ,8614504,23.93,1
53033,34115,15223213.0,2018-10-14,8015,3796885,50.00,5
53034,34115,15223213.0,2018-10-14,9083,8614849,140.00,10
53035,34115,15223213.0,2018-10-14,14451SZ,8469555,25.50,1
53036,34115,15223213.0,2018-10-14,14451SZ,8469555,24.07,1
53037,34115,15223213.0,2018-10-14,15451S,8469562,26.91,1
53038,34115,15223213.0,2018-10-14,15451S,8469562,24.88,1
53039,34115,15223213.0,2018-10-14,16451S,8469579,23.10,1
53040,34115,15223213.0,2018-10-14,16451S,8469579,24.54,1
53041,34115,15223213.0,2018-10-14,18451S,8469593,23.58,1
53042,34115,15223213.0,2018-10-14,18451S,8469593,24.05,1
53043,34115,15223213.0,2018-10-14,19451S,8469685,26.93,1
53044,34116,157058.0,2018-10-14,19162CR,8469784,19.54,1
53045,34116,157058.0,2018-10-14,19162CR,8469784,21.90,1
53046,34116,157058.0,2018-10-14,9016,1369432,14.80,1
53047,34116,157058.0,2018-10-14,9016,1369432,14.70,1
53048,34116,157058.0,2018-10-14,9022,1369418,64.00,2
53049,34116,157058.0,2018-10-14,9048,1369234,64.00,2
53050,34116,157058.0,2018-10-14,9156,1369258,20.80,1
53051,34116,157058.0,2018-10-14,9156,1369258,21.20,1
53052,34116,157058.0,2018-10-14,9156,1369258,21.40,1
53053,34116,157058.0,2018-10-14,1162CR4UP,6220592,25.56,1
53054,34116,157058.0,2018-10-14,1203CR,6220608,19.95,1
53055,34116,157058.0,2018-10-14,1203CR,6220608,21.00,1
53056,34116,157058.0,2018-10-14,14162CR,8469722,21.96,1
53057,34116,157058.0,2018-10-14,15162CR,8469739,24.26,1
53058,34116,157058.0,2018-10-14,65451CR,8614733,10.55,1
53059,34116,157058.0,2018-10-14,67162CR,8469838,18.22,1
53060,34118,151211.0,2018-10-14,2503C,8614146,995.80,50
53061,34118,151211.0,2018-10-14,2503C,8614146,935.00,47
53085,34118,151211.0,2018-10-14,2503C,8614146,997.85,50
53086,34118,151211.0,2018-10-14,2503C,8614146,977.10,49
53087,34119,152305.0,2018-10-14,93451CRV4.2,8614788,14.66,1
53088,34119,152305.0,2018-10-14,93451CRV4.2,8614788,14.30,1
53089,34119,152305.0,2018-10-14,93451CRV4.2,8614788,14.61,1
53090,34120,152305.0,2018-10-14,93451CRV4.2,8614788,14.82,1
53091,34120,152305.0,2018-10-14,93451CRV4.2,8614788,13.30,1
53092,34120,152305.0,2018-10-14,93451CRV4.2,8614788,14.07,1
53093,34120,152305.0,2018-10-14,93451CRV4.2,8614788,15.31,1
53094,34121,157992.0,2018-10-14,9022,1369418,320.00,10
53095,34121,157992.0,2018-10-14,9048,1369234,64.00,2
53096,34121,157992.0,2018-10-14,9156,1369258,21.30,1
53097,34122,150169.0,2018-10-14,8056,8614450,10.00,1
53098,34122,150169.0,2018-10-14,8057,8614474,10.00,1
53099,34122,150169.0,2018-10-14,10451S,8469609,24.11,1
53100,34122,150169.0,2018-10-14,10451S,8469609,23.42,1
53101,34122,150169.0,2018-10-14,10451S,8469609,24.94,1
53102,34122,150169.0,2018-10-14,10451S,8469609,24.04,1
53103,34122,150169.0,2018-10-14,10451S,8469609,24.67,1
53104,34122,150169.0,2018-10-14,10451S,8469609,23.19,1
53105,34122,150169.0,2018-10-14,10451S,8469609,24.42,1
53125,34122,150169.0,2018-10-14,10451S,8469609,23.69,1
53126,34122,150169.0,2018-10-14,10451S,8469609,24.06,1
53127,34122,150169.0,2018-10-14,10451S,8469609,26.29,1
53128,34122,150169.0,2018-10-14,10451S,8469609,23.32,1
53129,34122,150169.0,2018-10-14,10451S,8469609,24.88,1
53130,34122,150169.0,2018-10-14,10451S,8469609,24.38,1
53131,34122,150169.0,2018-10-14,10451S,8469609,23.58,1
53132,34122,150169.0,2018-10-14,10451S,8469609,26.69,1
53133,34122,150169.0,2018-10-14,1603S,3796946,20.65,1
53134,34122,150169.0,2018-10-14,1603S,3796946,22.55,1
53135,34124,153022.0,2018-10-14,16451S,8469579,1080.53,44
53136,34125,157788.0,2018-10-14,3007-9,8469876,50.00,5
53137,34125,157788.0,2018-10-14,9022,1369418,96.00,3
53138,34125,157788.0,2018-10-14,9029,6220998,40.80,3
53139,34125,157788.0,2018-10-14,9048,1369234,96.00,3
53140,34125,157788.0,2018-10-14,9156,1369258,21.10,1
53141,34125,157788.0,2018-10-14,9156,1369258,22.50,1
53142,34125,157788.0,2018-10-14,9081,8614207,23.10,1
53143,34126,152447.0,2018-10-14,9028,6220981,870.40,64
53144,34126,152447.0,2018-10-14,9028,6220981,13.60,1
53210,34130,157162.0,2018-10-14,1203CR,6220608,23.80,1
53211,34130,157162.0,2018-10-14,1203CR,6220608,24.60,1
53212,34130,157162.0,2018-10-14,1203CR,6220608,24.85,1
53213,34130,157162.0,2018-10-14,1203CR,6220608,20.90,1
53214,34130,157162.0,2018-10-14,13162CR,8469715,26.36,1
53215,34130,157162.0,2018-10-14,15162CR,8469739,23.14,1
53216,34130,157162.0,2018-10-14,15162CR,8469739,22.68,1
53217,34130,157162.0,2018-10-14,2503C,8614146,19.90,1
53218,34130,157162.0,2018-10-14,3007-9,8469876,30.00,3
53241,34130,157162.0,2018-10-14,8039,9175512,6.00,1
53242,34130,157162.0,2018-10-14,8043,6220370,10.00,1
53243,34130,157162.0,2018-10-14,8054,8469708,20.00,2
53244,34130,157162.0,2018-10-14,8057,8614474,10.00,1
53245,34130,157162.0,2018-10-14,9016,1369432,15.20,1
53246,34130,157162.0,2018-10-14,9048,1369234,64.00,2
53247,34130,157162.0,2018-10-14,9156,1369258,22.50,1
53248,34130,157162.0,2018-10-14,16451CR,8614535,25.44,1
53249,34130,157162.0,2018-10-14,18162CRB,8469777,22.22,1
53250,34130,157162.0,2018-10-14,18162CRB,8469777,21.88,1
53251,34131,152969.0,2018-10-14,1203CR,6220608,24.30,1
53252,34131,152969.0,2018-10-14,1203CR,6220608,18.25,1
53253,34131,152969.0,2018-10-14,19162CR,8469784,21.74,1
53254,34131,152969.0,2018-10-14,8039,9175512,18.00,3
53255,34131,152969.0,2018-10-14,8043,6220370,10.00,1
53256,34131,152969.0,2018-10-14,8044,6220547,30.00,3
53257,34131,152969.0,2018-10-14,9016,1369432,15.00,1
53258,34131,152969.0,2018-10-14,9029,6220998,27.20,2
53259,34131,152969.0,2018-10-14,1162CR4UP,6220592,25.14,1
53260,34131,152969.0,2018-10-14,1603CP,8614269,20.25,1
53261,34131,152969.0,2018-10-14,1603CP,8614269,21.65,1
53262,34132,15223215.0,2018-10-14,13451CRZ,8614504,23.34,1
53284,34132,15223215.0,2018-10-14,13451CRZ,8614504,21.53,1
53285,34132,15223215.0,2018-10-14,13451CRZ,8614504,25.77,1
53286,34132,15223215.0,2018-10-14,3005-7,8469890,100.00,10
53287,34132,15223215.0,2018-10-14,8015,3796885,30.00,3
53288,34132,15223215.0,2018-10-14,9083,8614849,210.00,15
53289,34132,15223215.0,2018-10-14,14451SZ,8469555,25.14,1
53290,34132,15223215.0,2018-10-14,14451SZ,8469555,25.83,1
53291,34132,15223215.0,2018-10-14,18451S,8469593,24.12,1
53292,34132,15223215.0,2018-10-14,18451S,8469593,25.74,1
53293,34132,15223215.0,2018-10-14,18451S,8469593,25.58,1
53294,34132,15223215.0,2018-10-14,16451S,8469579,23.22,1
53295,34132,15223215.0,2018-10-14,16451S,8469579,23.99,1
53296,34132,15223215.0,2018-10-14,16451S,8469579,26.11,1
53297,34132,15223215.0,2018-10-14,17451S,8469586,25.80,1
53298,34132,15223215.0,2018-10-14,65451,3796779,13.19,1
53299,34133,151234.0,2018-10-14,1162SGVPS4UP,3796991,27.00,1
53300,34133,151234.0,2018-10-14,1203S,3796922,18.80,1
53301,34133,151234.0,2018-10-14,1203S,3796922,19.70,1
53302,34133,151234.0,2018-10-14,1203S,3796922,20.40,1
53303,34133,151234.0,2018-10-14,1203S,3796922,23.00,1
53324,34133,151234.0,2018-10-14,1203S,3796922,16.85,1
53325,34133,151234.0,2018-10-14,1203S,3796922,18.95,1
53326,34133,151234.0,2018-10-14,1203S,3796922,21.40,1
53327,34133,151234.0,2018-10-14,1203S,3796922,21.50,1
53328,34133,151234.0,2018-10-14,1203S,3796922,22.10,1
53329,34133,151234.0,2018-10-14,1203S,3796922,24.05,1
53330,34133,151234.0,2018-10-14,1203S,3796922,19.15,1
53331,34133,151234.0,2018-10-14,1203S,3796922,20.60,1
53332,34133,151234.0,2018-10-14,1203S,3796922,20.90,1
53333,34133,151234.0,2018-10-14,1203S,3796922,21.15,1
53334,34133,151234.0,2018-10-14,1203S,3796922,21.55,1
53335,34133,151234.0,2018-10-14,1203S,3796922,22.05,1
53371,34135,157787.0,2018-10-14,3007-9,8469876,10.00,1
53372,34135,157787.0,2018-10-14,9016,1369432,15.20,1
53373,34135,157787.0,2018-10-14,18162CRB,8469777,19.70,1
53374,34135,157787.0,2018-10-14,18162CRB,8469777,20.78,1
53375,34135,157787.0,2018-10-14,1203CP,8614221,19.00,1
53376,34135,157787.0,2018-10-14,1203CP,8614221,20.25,1
53377,34135,157787.0,2018-10-14,1203CP,8614221,24.05,1
53378,34137,157950.0,2018-10-14,9021,1369401,96.00,3
53379,34137,157950.0,2018-10-14,9024,1369227,256.00,8
53380,34138,157845.0,2018-10-14,9016,1369432,17.50,1
53381,34138,157845.0,2018-10-14,9016,1369432,14.90,1
53382,34138,157845.0,2018-10-14,9016,1369432,15.20,1
53383,34138,157845.0,2018-10-14,15162S,3796915,18.84,1
53384,34138,157845.0,2018-10-14,1203S,3796922,19.90,1
53385,34138,157845.0,2018-10-14,1203S,3796922,20.45,1
53386,34138,157845.0,2018-10-14,1203S,3796922,20.80,1
53387,34138,157845.0,2018-10-14,1603S,3796946,21.20,1
53388,34138,157845.0,2018-10-14,1162FGS3UP,3796991,24.36,1
53389,34138,157845.0,2018-10-14,17451S,8469586,24.73,1
53974,34139,157004.0,2018-10-14,1103SGV,8614948,17.80,1
53975,34139,157004.0,2018-10-14,1103SGV,8614948,18.70,1
53976,34139,157004.0,2018-10-14,1103SGV,8614948,13.60,1
53977,34139,157004.0,2018-10-14,141621SP,3796984,20.44,1
53978,34139,157004.0,2018-10-14,141621SP,3796984,20.70,1
53979,34139,157004.0,2018-10-14,141621SP,3796984,20.86,1
53980,34139,157004.0,2018-10-14,141621SP,3796984,20.56,1
53981,34139,157004.0,2018-10-14,141621SP,3796984,20.92,1
53982,34139,157004.0,2018-10-14,141621SP,3796984,21.28,1
53983,34139,157004.0,2018-10-14,141621SP,3796984,17.48,1
53984,34139,157004.0,2018-10-14,141621SP,3796984,17.84,1
53985,34139,157004.0,2018-10-14,141621SP,3796984,20.38,1
53986,34139,157004.0,2018-10-14,141621SP,3796984,20.62,1
53987,34139,157004.0,2018-10-14,141621SP,3796984,23.14,1
53988,34139,157004.0,2018-10-14,141621SP,3796984,24.80,1
53989,34139,157004.0,2018-10-14,12451S,8469531,24.26,1
53990,34139,157004.0,2018-10-14,12451S,8469531,23.36,1
53991,34139,157004.0,2018-10-14,12451S,8469531,23.54,1
53992,34139,157004.0,2018-10-14,12451S,8469531,21.88,1
53993,34139,157004.0,2018-10-14,12451S,8469531,23.65,1
53994,34139,157004.0,2018-10-14,12451S,8469531,23.46,1
53995,34139,157004.0,2018-10-14,12451S,8469531,23.56,1
53996,34139,157004.0,2018-10-14,12451S,8469531,26.02,1
53997,34139,157004.0,2018-10-14,15451S,8469562,24.13,1
54013,34143,156036.0,2018-10-14,1603S,3796946,21.55,1
54014,34143,156036.0,2018-10-14,1603S,3796946,22.90,1
54015,34143,156036.0,2018-10-14,1603S,3796946,18.70,1
54016,34143,156036.0,2018-10-14,1603S,3796946,11.40,1
