"",order,costum,collect,prod,barcode,weight,pacs
80565,95151,152197.0,2018-01-01,92451C-1.3,8614627,14.78,1
80566,95151,152197.0,2018-01-01,16451S,8469579,24.27,1
80567,95151,152197.0,2018-01-01,16451S,8469579,26.11,1
80568,95151,152197.0,2018-01-01,16451S,8469579,24.78,1
80569,95151,152197.0,2018-01-01,16451S,8469579,25.16,1
80570,95151,152197.0,2018-01-01,16451S,8469579,24.14,1
80571,95151,152197.0,2018-01-01,16451S,8469579,24.36,1
80572,95151,152197.0,2018-01-01,16451S,8469579,24.82,1
80573,95151,152197.0,2018-01-01,16451S,8469579,25.40,1
80574,95151,152197.0,2018-01-01,16451S,8469579,25.75,1
80575,95151,152197.0,2018-01-01,16451S,8469579,25.82,1
80576,95151,152197.0,2018-01-01,16451S,8469579,24.92,1
80577,95151,152197.0,2018-01-01,16451S,8469579,25.85,1
80578,95151,152197.0,2018-01-01,16451S,8469579,26.35,1
80579,95151,152197.0,2018-01-01,16451S,8469579,24.73,1
80580,95151,152197.0,2018-01-01,16451S,8469579,25.72,1
80581,95151,152197.0,2018-01-01,16451S,8469579,25.68,1
80582,95151,152197.0,2018-01-01,16451S,8469579,26.26,1
80583,95151,152197.0,2018-01-01,16451S,8469579,26.49,1
80584,95151,152197.0,2018-01-01,16451S,8469579,25.56,1
80585,95151,152197.0,2018-01-01,16451S,8469579,25.33,1
80586,95152,152390135.0,2018-01-01,331m,3796069,60.00,5
80587,95152,152390135.0,2018-01-01,8044,6220547,20.00,2
80588,95152,152390135.0,2018-01-01,8047,6220554,30.00,3
80589,95153,15239067.0,2018-01-01,132082C,8614238,27.97,1
80590,95153,15239067.0,2018-01-01,132082C,8614238,25.92,1
80591,95154,15239079.0,2018-01-01,8051,1369913,60.00,6
80592,95154,15239079.0,2018-01-01,331m,3796069,12.00,1
80593,95154,15239079.0,2018-01-01,9028,6220981,13.60,1
80594,95154,15239079.0,2018-01-01,37170,1369494,21.00,1
80595,95154,15239079.0,2018-01-01,37170,1369494,21.00,1
80596,95155,15239053.0,2018-01-01,9014,6220158,15.20,1
80597,95155,15239053.0,2018-01-01,9014,6220158,14.70,1
80598,95155,15239053.0,2018-01-01,132082C,8614238,24.01,1
80599,95155,15239053.0,2018-01-01,132082C,8614238,28.07,1
80600,95155,15239053.0,2018-01-01,132082C,8614238,24.61,1
80601,95155,15239053.0,2018-01-01,132082C,8614238,30.13,1
80602,95156,15290003.0,2018-01-01,9086,0,112.00,8
80603,95156,15290003.0,2018-01-01,4005-7,8469975,150.00,15
